survey,id,regions_of_interest,topics_of_interest,special_stories,formats_used,open_text_media,formats_preferred,residence_town,place_of_birth,small_age_band,person_type,web_device,web_at_home,registered_voter,big_age_band,language,latino,gender,tv_video_language,radio_audio_language,print_language,trust_national_news,trust_local_news,trust_social_media_news,trust_news_from_social_circle,trust_sources_of_news_about_my_community,local_news_covers_issues_important_to_me,local_news_reflects_my_beliefs_values
Spanish,2022/10/22 9:05:43 AM EST,Internacional,"Música, arte y cultura;Educación;Salud;Eventos locales;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Bienes raíces y propietario de vivienda;Tecnología;Comida",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Social circles,CNN,TV,Meriden,DOMINICAN REPUBLIC,Under 18,Student,Yes,Yes,No,age00_29,Spanish,Yes,Woman,Both English and Spanish,Both English and Spanish,Both English and Spanish,Some,Some,Some,Some,Neutral,Neutral,Neutral
Spanish,2022/10/22 9:07:48 AM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Deportes;Negocios locales;Educación;Salud;Eventos locales;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Finanzas y educación financiera;Bienes raíces y propietario de vivienda;Diversidad y justicia social;Asuntos ambientales y cambio de climático;Tecnología;Viajes y hospitalidad;Comida",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes,Email/newsletter,"Facebook,Fox,CNN,Newsbreak",Email/newsletter,Meriden,MEXICO,40-49,Parent,Yes,Yes,No,age30_49,Both English and Spanish,Yes,Woman,Both English and Spanish,Both English and Spanish,Both English and Spanish,Some,A lot,Some,A lot,Agree,Neutral,Neutral
Spanish,2022/10/22 9:12:00 AM EST,Internacional,"Música, arte y cultura;Educación;Oportunidades de participación comunitaria;Viajes y hospitalidad;Comida",Temas sobre adolescentes;Temas acerca de participacion comunitaria,TV,Fox,TV,Meriden,PUERTO RICO,Under 18,Student,Yes,Yes,No,age00_29,Spanish,Yes,Woman,Both English and Spanish,Both English and Spanish,Both English and Spanish,Some,A lot,Some,A lot,Agree,Agree,Neutral
Spanish,2022/10/22 9:12:56 AM EST,Estatal,"Políticas;Educación;Salud;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Bienes raíces y propietario de vivienda",Temas sobre adolescentes;Temas acerca de jóvenes,Social media,Telemundo,News apps/news websites,Meriden,ECUADOR,30-39,Parent,Yes,Yes,No,age30_49,Spanish,Yes,Woman,Spanish,NA,NA,NA,A lot,NA,NA,Neutral,NA,NA
Spanish,2022/10/22 9:46:19 AM EST,Local,Deportes,Temas acerca de participacion comunitaria,TV,NA,TV,Meriden,MEXICO,40-49,Parent,Yes,Yes,No,age30_49,Both English and Spanish,Yes,Man,Spanish,NA,Spanish,A lot,A lot,A lot,A lot,Agree,Agree,Agree
Spanish,2022/10/22 10:37:07 AM EST,Regional/Nueva Inglaterra/NYC Metro,"Deportes;Música, arte y cultura;Negocios locales;Educación;Salud",Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas,Newspapers,Facebook,Newspapers,Meriden,OTHER,40-49,Parent,Yes,Yes,No,age30_49,Spanish,Yes,Woman,Both English and Spanish,NA,NA,Some,Some,Some,Some,Neutral,Neutral,Neutral
Spanish,2022/10/23 10:01:30 AM EST,Regional/Nueva Inglaterra/NYC Metro,"Deportes;Música, arte y cultura;Negocios locales;Educación;Salud;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Finanzas y educación financiera;Oportunidades de participación comunitaria;Asuntos ambientales y cambio de climático;Tecnología;Viajes y hospitalidad;Comida",Temas sobre adolescentes;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,TV,"Radio, TV",TV,Meriden,OTHER,40-49,Parent,Yes,Yes,Yes,age30_49,Spanish,Yes,Woman,English,English,NA,A lot,A lot,NA,NA,Agree,Agree,Agree
Spanish,2022/10/23 10:02:46 AM EST,Local;Estatal,Negocios locales;Educación;Eventos locales,Temas acerca de participacion comunitaria,Social media,Patch,Social media,Meriden,USA,18-29,None of these,Yes,Yes,Yes,NA,Both English and Spanish,Opt out,Opt out,Both English and Spanish,English,English,Not at all,Some,A lot,Some,Disagree,Disagree,Disagree
Spanish,2022/10/23 10:04:17 AM EST,Local;Estatal,"Deportes;Música, arte y cultura;Educación;Salud;Bienes raíces y propietario de vivienda;Comida",Temas acerca de jóvenes,TV,NA,TV,Meriden,ECUADOR,18-29,None of these,Yes,No,Not sure,NA,Spanish,Yes,Man,Spanish,NA,NA,Some,NA,NA,NA,Agree,NA,NA
Spanish,2022/10/23 10:13:41 AM EST,Local;Regional/Nueva Inglaterra/NYC Metro;Internacional,Deportes;Educación;Salud;Eventos locales;Oportunidades de participación comunitaria;Tecnología,Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de jóvenes,Email/newsletter,Telemundo,Social media,Meriden,ECUADOR,30-39,Parent,Yes,Yes,No,age30_49,Spanish,Yes,Man,Both English and Spanish,Both English and Spanish,Both English and Spanish,A lot,NA,Some,NA,Neutral,Neutral,NA
Spanish,2022/10/23 10:13:51 AM EST,Local;Regional/Nueva Inglaterra/NYC Metro;Internacional,"Políticas;Música, arte y cultura;Negocios locales;Educación;Salud;Eventos locales;Finanzas y educación financiera;Diversidad y justicia social;Tecnología",Temas acerca de familias con niños;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de participacion comunitaria,Social media,Google news,Text message,Meriden,USA,18-29,Student,Yes,Yes,Yes,NA,English,Yes,Woman,English,English,English,Some,A lot,Not at all,Some,Neutral,Agree,Agree
Spanish,2022/10/23 10:14:26 AM EST,Local,"Educación;Eventos locales;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Finanzas y educación financiera;Diversidad y justicia social",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de participacion comunitaria,Radio,"Record journal,Hartford  Courant,Facebook",News apps/news websites,Meriden,MEXICO,30-39,Parent,Yes,Yes,No,age30_49,Both English and Spanish,Yes,Woman,Both English and Spanish,Both English and Spanish,Both English and Spanish,Some,Some,Some,Some,Neutral,Neutral,Neutral
Spanish,2022/10/23 10:15:39 AM EST,Internacional,Políticas;Educación;Salud,Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de participacion comunitaria,Social media,"telemundo ,",Email/newsletter,Meriden,MEXICO,30-39,Parent,No,No,No,age30_49,Spanish,Yes,Woman,Spanish,NA,NA,A lot,A lot,A lot,NA,Agree,Agree,Agree
Spanish,2022/10/23 10:18:34 AM EST,Estatal,"Educación;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Finanzas y educación financiera",Temas sobre adolescentes;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes,Social media,Facebook,Social media,Meriden,ECUADOR,30-39,Parent,Yes,Yes,No,age30_49,Spanish,Yes,Woman,Spanish,Spanish,Spanish,Some,A lot,A lot,Some,Neutral,Neutral,Neutral
Spanish,2022/10/23 10:20:35 AM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Educación;Salud,NA,TV,Cnn,TV,Meriden,ECUADOR,50-59,Parent,Yes,Yes,No,age50_99,Spanish,Yes,Man,Spanish,NA,NA,Some,Some,Some,Some,Neutral,Disagree,Disagree
Spanish,2022/10/23 10:34:13 AM EST,Local,Educación;Bienes raíces y propietario de vivienda,Temas sobre adolescentes,TV,NA,TV,Meriden,MEXICO,40-49,Parent,Yes,Yes,No,age30_49,Spanish,Yes,Woman,Spanish,NA,NA,A lot,NA,NA,NA,Agree,NA,NA
Spanish,2022/10/23 10:37:45 AM EST,Regional/Nueva Inglaterra/NYC Metro,Políticas;Educación;Salud;Finanzas y educación financiera;Tecnología,Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de jóvenes,Email/newsletter,Facebook y Telemundo,Social media,Meriden,ECUADOR,30-39,Parent,Yes,Yes,Not sure,age30_49,Spanish,Yes,Woman,Both English and Spanish,NA,Both English and Spanish,Some,NA,A lot,NA,NA,Agree,Neutral
Spanish,2022/10/23 10:38:47 AM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Educación;Salud;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Bienes raíces y propietario de vivienda;Tecnología",Temas acerca de familias con niños;Temas acerca de jóvenes,TV,Telemundo,TV,Meriden,ECUADOR,30-39,Parent,Yes,Yes,No,age30_49,Spanish,Yes,Woman,Spanish,NA,NA,Some,NA,Some,Some,Neutral,Neutral,Neutral
Spanish,2022/10/23 10:39:45 AM EST,Estatal,"Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro)",Temas sobre adolescentes,Newspapers,Telemundo,Newspapers,Meriden,MEXICO,40-49,Parent,Yes,Yes,No,age30_49,Spanish,Yes,Woman,NA,NA,Spanish,A lot,A lot,A lot,Some,Neutral,Agree,Neutral
Spanish,2022/10/23 10:40:30 AM EST,Local,"Educación;Salud;Eventos locales;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Bienes raíces y propietario de vivienda;Diversidad y justicia social;Comida",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de participacion comunitaria,TV,"Telemundo, CNN, Facebook",TV,Meriden,ECUADOR,30-39,None of these,Yes,Yes,No,age30_49,Both English and Spanish,Yes,Woman,Both English and Spanish,NA,NA,A lot,A lot,Some,Not at all,Agree,Agree,Neutral
Spanish,2022/10/23 10:48:09 AM EST,Local;Regional/Nueva Inglaterra/NYC Metro;Internacional,Educación;Salud;Eventos locales;Finanzas y educación financiera;Bienes raíces y propietario de vivienda;Viajes y hospitalidad,Temas acerca de participacion comunitaria,TV,Récord journal,Newspapers,Meriden,MEXICO,50-59,None of these,Yes,Yes,Yes,age50_99,Spanish,Yes,Woman,Spanish,Spanish,Spanish,Some,A lot,Not at all,Not at all,Agree,Agree,Neutral
Spanish,2022/10/23 10:56:43 AM EST,Local;Regional/Nueva Inglaterra/NYC Metro;Internacional,"Deportes;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Bienes raíces y propietario de vivienda",Temas acerca de participacion comunitaria,Social media,Telemundo,TV,Meriden,DOMINICAN REPUBLIC,18-29,Parent,Yes,Yes,Yes,NA,Both English and Spanish,Yes,Woman,Spanish,Spanish,Spanish,A lot,A lot,Some,Some,Neutral,Agree,Disagree
Spanish,2022/10/23 10:57:21 AM EST,Internacional,"Educación;Salud;Eventos locales;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Diversidad y justicia social;Asuntos ambientales y cambio de climático;Viajes y hospitalidad;Comida",Temas acerca de familias con niños;Temas sobre adolescentes,Social media,Telemundo,Text message,Meriden,MEXICO,40-49,Parent,No,No,No,age30_49,Spanish,Yes,Woman,Spanish,Spanish,Spanish,Some,Some,Some,Some,Neutral,Neutral,Neutral
Spanish,2022/10/23 10:57:37 AM EST,Local,"Deportes;Música, arte y cultura;Educación;Salud",Temas acerca de familias con niños;Temas sobre adolescentes,Email/newsletter,Record journal,Social media,Meriden,ECUADOR,30-39,Parent,Yes,Yes,No,age30_49,Spanish,Yes,Man,Both English and Spanish,Both English and Spanish,Both English and Spanish,Some,Some,Some,Some,Neutral,Neutral,Neutral
Spanish,2022/10/23 10:58:41 AM EST,Local;Nacional,"Música, arte y cultura;Educación;Diversidad y justicia social",Temas acerca de familias con niños,Social media,NA,TV,Meriden,ECUADOR,30-39,Parent,Yes,Yes,Prefer not to say,age30_49,Spanish,Yes,Woman,English,English,Spanish,NA,NA,NA,NA,Agree,NA,NA
Spanish,2022/10/23 10:59:18 AM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Música, arte y cultura;Educación;Salud;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Finanzas y educación financiera;Asuntos ambientales y cambio de climático",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de jóvenes,TV,Record journal,TV,Meriden,OTHER,30-39,Parent,Yes,Yes,Yes,age30_49,Spanish,Yes,Man,Spanish,Spanish,Spanish,Some,Some,Some,Some,Neutral,Neutral,Neutral
Spanish,2022/10/23 10:59:50 AM EST,Local,"Salud;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Finanzas y educación financiera;Bienes raíces y propietario de vivienda;Asuntos ambientales y cambio de climático",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de jóvenes,Social media,NA,News apps/news websites,Meriden,OTHER,40-49,Parent,No,Yes,No,age30_49,Both English and Spanish,NA,Woman,Spanish,NA,Spanish,A lot,A lot,A lot,Some,Agree,Agree,Agree
Spanish,2022/10/23 11:01:18 AM EST,Local,Educación;Tecnología,Temas acerca de familias con niños,TV,Récord journal,TV,Meriden,MEXICO,30-39,Parent,No,Yes,No,age30_49,Spanish,Yes,Man,Spanish,NA,NA,Some,Some,Some,Some,Neutral,Neutral,Neutral
Spanish,2022/10/23 11:01:31 AM EST,Local;Estatal;Internacional,"Música, arte y cultura;Negocios locales;Educación;Salud;Eventos locales;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Finanzas y educación financiera;Bienes raíces y propietario de vivienda;Oportunidades de participación comunitaria;Asuntos ambientales y cambio de climático",Temas acerca de familias con niños;Temas acerca de propietarios de pequeñas empresas;Temas acerca de participacion comunitaria,Email/newsletter,Canal 8 o univision,Social media,Meriden,OTHER,30-39,Parent,Yes,Yes,No,age30_49,Spanish,Yes,Woman,Spanish,Spanish,Spanish,A lot,A lot,A lot,A lot,Agree,Agree,Agree
Spanish,2022/10/23 11:05:47 AM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Negocios locales;Educación;Salud;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Finanzas y educación financiera;Oportunidades de participación comunitaria;Comida",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Newspapers,NA,TV,Meriden,OTHER,50-59,None of these,No,Yes,No,age50_99,Both English and Spanish,Yes,Woman,Spanish,Spanish,Spanish,A lot,A lot,Not at all,Not at all,Agree,Disagree,Agree
Spanish,2022/10/26 3:05:55 PM EST,Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Deportes;Políticas;Educación;Eventos locales;Diversidad y justicia social;Asuntos ambientales y cambio de climático,Temas acerca de familias con niños,Newspapers,"Slate, NPR, Vox, WSJ, Le Monde, periódicos hondureños",Newspapers,All others,OTHER,30-39,Parent,Yes,Yes,Yes,age30_49,Both English and Spanish,Yes,Man,Both English and Spanish,English,Both English and Spanish,A lot,A lot,Some,Some,Agree,Agree,Neutral
Spanish,2022/10/26 3:35:28 PM EST,Local;Estatal,Políticas;Negocios locales;Educación,NA,Newspapers,NA,TV,Wallingford,OTHER,30-39,Parent,Yes,Yes,Yes,age30_49,Both English and Spanish,Yes,Woman,Both English and Spanish,Both English and Spanish,Both English and Spanish,Not at all,Some,Some,Some,Neutral,Agree,Neutral
Spanish,2022/10/26 3:47:59 PM EST,Local;Regional/Nueva Inglaterra/NYC Metro;Nacional,Políticas;Negocios locales;Educación;Salud;Eventos locales;Bienes raíces y propietario de vivienda,Temas acerca de familias con niños;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes,Social media,Facebook Instagram YouTube,TV,Meriden,MEXICO,30-39,Parent,Yes,Yes,No,age30_49,Spanish,Yes,Woman,Both English and Spanish,Spanish,Spanish,Some,Some,Some,Not at all,Neutral,Agree,Agree
Spanish,2022/10/26 4:11:07 PM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional,"Música, arte y cultura;Educación;Salud;Tecnología;Viajes y hospitalidad;Comida",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes,TV,Telemundo,TV,Wallingford,MEXICO,60-69,None of these,Yes,No,No,age50_99,Both English and Spanish,Yes,Woman,Spanish,I don't use this format,Spanish,Some,A lot,Some,Not at all,Neutral,Agree,Agree
Spanish,2022/10/26 6:18:54 PM EST,Internacional,Educación;Salud,Temas acerca de familias con niños,TV,NA,Text message,Meriden,ECUADOR,40-49,Parent,Yes,Prefer not to say,No,age30_49,Spanish,Yes,Man,Spanish,NA,NA,Some,NA,NA,NA,Agree,NA,NA
Spanish,2022/10/26 6:22:14 PM EST,Local,"Música, arte y cultura;Finanzas y educación financiera;Tecnología;Viajes y hospitalidad",Temas acerca de familias con niños;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes,Social media,Facebook,Radio,Meriden,ECUADOR,18-29,Parent,Yes,Yes,No,NA,Spanish,Yes,Woman,Spanish,NA,Spanish,Some,Some,Some,Some,Agree,Agree,Agree
Spanish,2022/10/26 6:24:23 PM EST,Local;Nacional,Políticas;Educación;Eventos locales,Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Ninguno de estos,TV,Facebook,Radio,Meriden,ECUADOR,30-39,Parent,No,No,No,age30_49,Spanish,Yes,Man,Spanish,Spanish,Spanish,Some,Some,Some,Some,Agree,Agree,Agree
Spanish,2022/10/26 6:25:31 PM EST,Internacional,Educación;Salud;Finanzas y educación financiera;Asuntos ambientales y cambio de climático,Temas acerca de familias con niños,Text message,Cnn,TV,Meriden,MEXICO,40-49,Parent,Yes,Yes,Yes,age30_49,Spanish,Yes,Woman,Spanish,NA,NA,Some,Some,NA,NA,Neutral,NA,NA
Spanish,2022/10/26 6:29:25 PM EST,Local,"Deportes;Música, arte y cultura;Educación",Temas acerca de familias con niños,Social media,Record journal,Social media,Meriden,MEXICO,30-39,Parent,Yes,Yes,No,age30_49,Spanish,Yes,Woman,Spanish,NA,NA,Some,A lot,Some,A lot,Neutral,Neutral,Neutral
Spanish,2022/10/26 6:33:51 PM EST,Internacional,"Deportes;Música, arte y cultura;Educación;Salud;Eventos locales;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Finanzas y educación financiera;Bienes raíces y propietario de vivienda;Oportunidades de participación comunitaria;Diversidad y justicia social;Asuntos ambientales y cambio de climático;Tecnología;Viajes y hospitalidad;Comida",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria;Ninguno de estos,Email/newsletter,NA,Radio,Meriden,ECUADOR,50-59,None of these,Yes,Yes,No,age50_99,Spanish,Yes,Man,English,English,English,A lot,A lot,A lot,A lot,Agree,Agree,Agree
Spanish,2022/11/02 4:38:06 PM EST,Local;Estatal;Nacional,Educación;Salud;Oportunidades de participación comunitaria;Diversidad y justicia social;Asuntos ambientales y cambio de climático,Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de jóvenes,Social media,Twitter instagram,Social media,Meriden,OTHER,18-29,Student,Yes,Yes,No,NA,Both English and Spanish,Yes,Woman,Both English and Spanish,Both English and Spanish,Both English and Spanish,Some,Some,A lot,Not at all,Neutral,Neutral,Neutral
Spanish,2022/11/02 4:41:05 PM EST,Local;Estatal;Nacional;Internacional,"Deportes;Negocios locales;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Finanzas y educación financiera;Oportunidades de participación comunitaria",Temas acerca de propietarios de pequeñas empresas;Temas acerca de participacion comunitaria,TV,CNN en español NBC,TV,Wallingford,PUERTO RICO,40-49,Business owner,Yes,Yes,Yes,age30_49,Both English and Spanish,Yes,Man,Both English and Spanish,Both English and Spanish,Both English and Spanish,A lot,A lot,Some,Not at all,Neutral,Agree,Disagree
Spanish,2022/11/02 4:43:51 PM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Deportes;Políticas;Salud;Viajes y hospitalidad;Comida,Temas acerca de las personas de la tercera edad;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Social media,Facebook instagram,Social media,Hartford,PUERTO RICO,30-39,Student,Yes,Yes,No,age30_49,Spanish,Yes,Man,Both English and Spanish,Both English and Spanish,Both English and Spanish,Some,Some,A lot,Not at all,Neutral,Neutral,Neutral
Spanish,2022/11/02 4:46:49 PM EST,Local;Nacional;Internacional,Deportes;Políticas;Eventos locales;Tecnología,Temas acerca de las personas de la tercera edad,TV,CNN en español Univision Telemundo,TV,Hartford,ECUADOR,60-69,None of these,Yes,Yes,No,age50_99,Spanish,Yes,Man,Spanish,I don't use this format,Spanish,A lot,Some,Some,Some,Agree,Agree,Agree
Spanish,2022/11/02 4:50:04 PM EST,Local;Estatal;Nacional;Internacional,"Deportes;Música, arte y cultura;Educación;Salud;Viajes y hospitalidad;Comida",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,TV,Telemundo Univisión,TV,Waterbury,OTHER,30-39,None of these,Yes,Yes,No,age30_49,Spanish,Yes,Man,Spanish,I don't use this format,Spanish,A lot,Some,Some,Some,Neutral,Neutral,Neutral
Spanish,2022/11/03 12:28:40 PM EST,Local;Estatal,Educación;Salud;Comida,Temas acerca de familias con niños,Social media,Facebook,Social media,Wallingford,OTHER,30-39,None of these,Yes,Yes,Not sure,age30_49,Both English and Spanish,Yes,Man,Spanish,Spanish,Spanish,A lot,A lot,Not at all,Not at all,Agree,Agree,Neutral
Spanish,2022/11/03 2:34:56 PM EST,Nacional;Internacional,Deportes;Eventos locales;Tecnología;Viajes y hospitalidad;Comida,Temas acerca de participacion comunitaria,TV,Telemundo Univisión,TV,All others,ECUADOR,40-49,Parent,Yes,No,No,age30_49,Spanish,Yes,Man,Spanish,Spanish,I don't use this format,A lot,A lot,Some,Not at all,Neutral,Neutral,Neutral
Spanish,2022/11/03 2:37:47 PM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro,Educación;Salud;Eventos locales;Oportunidades de participación comunitaria;Diversidad y justicia social,Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de jóvenes,TV,NBC CNN FOX Telemundo Univision,TV,Wallingford,DOMINICAN REPUBLIC,40-49,Parent,Yes,Yes,No,age30_49,Both English and Spanish,Yes,Woman,Both English and Spanish,I don't use this format,I don't use this format,A lot,A lot,A lot,Some,Agree,Neutral,Disagree
Spanish,2022/11/03 2:40:03 PM EST,Regional/Nueva Inglaterra/NYC Metro;Internacional,"Música, arte y cultura;Diversidad y justicia social;Asuntos ambientales y cambio de climático;Viajes y hospitalidad;Comida",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Social media,Twitter instagram Facebook,Social media,Meriden,OTHER,30-39,None of these,Yes,Yes,No,age30_49,Both English and Spanish,Yes,Transgender & NB,Both English and Spanish,Both English and Spanish,I don't use this format,Some,Some,Some,Not at all,Neutral,Neutral,Neutral
Spanish,2022/11/03 2:43:26 PM EST,Nacional;Internacional,"Políticas;Eventos locales;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Finanzas y educación financiera;Bienes raíces y propietario de vivienda",Temas acerca de propietarios de pequeñas empresas;Temas acerca de participacion comunitaria,Social media,Instagram Twitter,Social media,Wallingford,USA,40-49,Business owner,Yes,Yes,Prefer not to say,age30_49,Both English and Spanish,Yes,Man,Both English and Spanish,I don't use this format,I don't use this format,Some,Some,A lot,Not at all,Neutral,Neutral,Neutral
Spanish,2022/11/03 2:46:32 PM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Políticas;Música, arte y cultura;Educación;Salud;Diversidad y justicia social;Asuntos ambientales y cambio de climático;Viajes y hospitalidad;Comida",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,News apps/news websites,"Hartford Courant, Record Journal, Patch",News apps/news websites,Meriden,PUERTO RICO,30-39,Student,Yes,Yes,No,age30_49,Both English and Spanish,Yes,Woman,Both English and Spanish,Both English and Spanish,Both English and Spanish,Some,A lot,Some,A lot,Agree,Agree,Agree
Spanish,2022/11/03 2:48:57 PM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Políticas;Música, arte y cultura;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Diversidad y justicia social;Asuntos ambientales y cambio de climático",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Social media,Facebook Twitter,Social media,Meriden,OTHER,30-39,Business owner,Yes,Yes,Prefer not to say,age30_49,Both English and Spanish,Yes,Woman,Spanish,Spanish,Spanish,Some,Some,A lot,Not at all,Agree,Neutral,Disagree
Spanish,2022/11/03 2:52:06 PM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Música, arte y cultura;Eventos locales;Finanzas y educación financiera;Tecnología;Viajes y hospitalidad",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Social media,Instagram YouTube TikTok,Social media,New Haven,PUERTO RICO,30-39,Business owner,Yes,Yes,Yes,age30_49,Both English and Spanish,Yes,Man,Both English and Spanish,I don't use this format,I don't use this format,Some,Some,A lot,Not at all,Disagree,Disagree,Disagree
Spanish,2022/11/03 2:58:34 PM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Políticas;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Diversidad y justicia social;Asuntos ambientales y cambio de climático;Viajes y hospitalidad",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Social media,Twitter Facebook,Social media,Meriden,OTHER,50-59,None of these,Yes,Yes,Prefer not to say,age50_99,Both English and Spanish,Yes,Man,Both English and Spanish,I don't use this format,I don't use this format,Some,Some,A lot,Not at all,Disagree,Disagree,Disagree
